Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket,tempmin,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,sunrise,sunset,moonphase,conditions,description,icon,city,StratoO3,year_month,year,month,day,dayofweek,season_Spring,season_Summer,season_Winter
2015-04-24,70.45,39.284,27.72,39.33,14.56,12.32,5.53,5.1,27.91,14.22,9.63,180.0,Moderate,75.3,77.0,71.7,0.197,100,4.17,20.8,11.4,172.3,1009.0,59.0,3.9,270.0,2015-04-24T05:51:36,2015-04-24T18:22:47,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,chennai,252.85220035648032,2015-04,2015,4,24,4,True,False,False
2015-04-25,60.15,70.708,32.58,35.63,10.76,11.38,10.28,8.42,32.398,9.09,3.582,130.0,Moderate,75.3,73.4,71.5,0.122,100,8.33,23.0,13.9,186.2,1008.4,64.9,3.9,242.6,2015-04-25T05:51:05,2015-04-25T18:22:56,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,chennai,221.1340771108088,2015-04,2015,4,25,5,True,False,False
2015-04-26,57.57,101.128,35.23,36.72,6.91,10.85,10.92,1.23,22.794000000000004,7.86,5.593999999999999,102.0,Moderate,82.5,77.2,72.5,0.0,0,0.0,19.7,13.9,155.8,1009.0,56.7,4.4,263.4,2015-04-26T05:50:36,2015-04-26T18:23:06,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,259.72273601450377,2015-04,2015,4,26,6,True,False,False
2015-04-27,67.8,57.802,21.79,26.61,8.07,15.0,12.02,0.91,37.714,8.55,0.898,113.0,Moderate,80.7,77.6,74.7,0.0,0,0.0,21.7,15.0,167.0,1010.0,36.7,4.5,245.9,2015-04-27T05:50:07,2015-04-27T18:23:15,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,233.8591338593617,2015-04,2015,4,27,0,True,False,False
2015-04-28,70.85,61.658,45.19,45.19,7.91,13.97,13.1,32.85,25.306,9.43,2.148,136.0,Moderate,78.9,76.6,72.3,0.0,0,0.0,23.0,12.8,181.9,1009.3,28.8,4.4,295.8,2015-04-28T05:49:38,2015-04-28T18:23:25,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,248.0041857981857,2015-04,2015,4,28,1,True,False,False
2015-04-29,63.16,103.096,41.12,49.3,9.38,14.0,8.02,9.32,25.114,7.45,2.994,130.0,Moderate,82.5,78.3,74.1,0.0,0,0.0,24.8,15.0,174.9,1008.5,35.8,3.9,281.5,2015-04-29T05:49:11,2015-04-29T18:23:35,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,231.22064060256213,2015-04,2015,4,29,2,True,False,False
2015-04-30,55.47,79.308,42.65,58.18,10.16,18.24,4.31,6.67,26.643999999999995,13.33,0.53,115.0,Moderate,82.5,78.9,73.9,0.0,0,0.0,26.4,15.0,183.4,1008.5,34.2,3.9,300.2,2015-04-30T05:48:44,2015-04-30T18:23:46,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,235.0040628800167,2015-04,2015,4,30,3,True,False,False
2015-05-01,51.62,105.21,16.04,19.39,8.77,16.77,10.29,3.44,37.058,2.91,0.1,108.0,Moderate,84.3,79.7,73.4,0.0,0,0.0,25.5,13.9,173.2,1007.6,30.0,4.1,297.8,2015-05-01T05:48:17,2015-05-01T18:23:57,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,242.1857200178031,2015-05,2015,5,1,4,True,False,False
2015-05-02,85.26,79.308,28.87,37.2,9.61,20.97,9.7,2.69,29.928,0.15,2.754,139.0,Moderate,84.3,78.8,71.1,0.0,0,0.0,26.8,13.9,179.0,1007.3,37.1,3.8,298.3,2015-05-02T05:47:52,2015-05-02T18:24:08,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,240.3684182549411,2015-05,2015,5,2,5,True,False,False
2015-05-03,44.26,78.314,24.54,34.41,20.42,16.24,6.09,4.29,11.32,0.62,5.274,140.0,Moderate,77.1,77.8,72.3,0.0,0,0.0,24.6,12.8,162.9,1007.7,37.2,3.6,292.7,2015-05-03T05:47:27,2015-05-03T18:24:20,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,253.0683329994969,2015-05,2015,5,3,6,True,False,False
2015-05-04,28.97,49.902,14.67,16.92,7.19,16.06,8.1,5.86,11.91,0.57,0.46,100.0,Satisfactory,84.3,79.1,74.5,0.0,0,0.0,23.5,12.8,146.6,1008.3,44.2,3.7,260.4,2015-05-04T05:47:03,2015-05-04T18:24:32,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,209.5911257127347,2015-05,2015,5,4,0,True,False,False
2015-05-05,35.16,52.52,20.39,22.34,10.33,14.54,5.16,6.65,17.11,2.45,1.24,107.0,Moderate,82.5,77.5,72.6,0.0,0,0.0,18.8,11.4,132.4,1008.0,40.0,3.9,252.3,2015-05-05T05:46:40,2015-05-05T18:24:44,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,259.9211582809395,2015-05,2015,5,5,1,True,False,False
2015-05-06,44.1,60.384,11.98,16.92,12.74,14.63,7.07,11.24,19.53,3.44,3.87,124.0,Moderate,80.7,77.6,72.6,0.0,0,0.0,21.0,13.9,146.3,1007.0,40.8,4.0,252.3,2015-05-06T05:46:17,2015-05-06T18:24:56,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,239.4887604293769,2015-05,2015,5,6,2,True,False,False
2015-05-07,57.31,37.53,7.24,20.94,21.64,18.01,1.72,9.54,23.77,2.94,21.72,130.0,Moderate,82.5,78.1,72.3,0.0,0,0.0,20.1,16.1,158.9,1007.8,38.3,4.1,272.5,2015-05-07T05:45:55,2015-05-07T18:25:09,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,241.8562874401319,2015-05,2015,5,7,3,True,False,False
2015-05-08,54.28,72.156,18.46,24.85,17.05,23.82,9.48,18.14,31.3,0.85,0.9559999999999998,201.0,Poor,82.5,78.4,71.8,0.0,0,0.0,24.8,16.1,173.9,1006.6,30.8,3.8,287.9,2015-05-08T05:45:34,2015-05-08T18:25:23,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,236.5362927053975,2015-05,2015,5,8,4,True,False,False
2015-05-09,60.64,91.81,15.09,25.94,17.23,32.5,5.22,16.28,28.72,1.52,1.45,126.0,Moderate,84.3,78.5,71.3,0.0,0,0.0,23.9,11.4,167.7,1005.3,27.9,3.9,277.0,2015-05-09T05:45:14,2015-05-09T18:25:36,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,239.54222639601784,2015-05,2015,5,9,5,True,False,False
2015-05-10,53.69,78.91400000000002,22.35,29.04,37.17,19.91,2.05,9.01,20.45,0.13,0.712,153.0,Moderate,85.4,79.3,73.3,0.0,0,0.0,20.4,10.3,150.2,1005.7,46.1,4.2,220.1,2015-05-10T05:44:55,2015-05-10T18:25:50,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,262.11990587496825,2015-05,2015,5,10,6,True,False,False
2015-05-11,49.2,32.620000000000005,19.46,33.32,31.25,17.07,2.73,21.84,21.28,4.32,22.23,176.0,Moderate,86.1,78.9,74.6,0.0,0,0.0,17.7,11.4,163.2,1007.4,75.0,3.7,120.0,2015-05-11T05:44:36,2015-05-11T18:26:04,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,222.19500969119736,2015-05,2015,5,11,0,True,False,False
2015-05-12,82.63,56.774,29.3,43.83,43.94,18.78,1.8,17.42,22.25,12.35,5.09,146.0,Moderate,84.3,78.6,72.6,0.0,0,0.0,18.3,13.9,124.4,1007.3,73.7,4.4,263.4,2015-05-12T05:44:18,2015-05-12T18:26:19,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,239.9497600568984,2015-05,2015,5,12,1,True,False,False
2015-05-13,100.77,48.468,9.42,22.81,21.94,17.5,1.95,10.63,23.81,10.64,6.9,208.0,Poor,80.7,76.9,79.4,0.201,100,8.33,15.7,9.2,177.2,1007.2,68.8,3.6,106.3,2015-05-13T05:44:02,2015-05-13T18:26:34,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,chennai,232.5389620044756,2015-05,2015,5,13,2,True,False,False
2015-05-14,120.24,94.75,15.04,23.93,24.47,27.53,2.47,10.36,24.4,0.01,5.36,285.0,Poor,80.7,79.4,85.3,0.59,100,8.33,19.0,9.2,86.5,1007.4,66.7,3.5,133.7,2015-05-14T05:43:46,2015-05-14T18:26:49,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,chennai,249.6716724397368,2015-05,2015,5,14,3,True,False,False
2015-05-15,70.64,61.566,6.67,20.05,18.36,53.13,1.6,10.03,25.08,1.372,5.47,178.0,Moderate,80.7,79.1,85.1,0.197,100,4.17,16.1,11.4,194.4,1007.6,59.6,3.6,188.6,2015-05-15T05:43:30,2015-05-15T18:27:04,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,chennai,234.0322105927268,2015-05,2015,5,15,4,True,False,False
2015-05-16,91.69,84.25800000000001,6.21,19.7,18.4,56.05,2.47,10.54,24.75,3.044,5.01,209.0,Poor,78.9,78.1,86.1,0.197,100,4.17,16.8,9.2,173.5,1006.1,54.2,3.5,145.1,2015-05-16T05:43:16,2015-05-16T18:27:20,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,chennai,235.59935795456383,2015-05,2015,5,16,5,True,False,False
2015-05-17,79.98,38.116,6.78,19.21,18.38,50.22,3.12,9.98,25.84,0.016,3.66,201.0,Poor,78.9,77.8,79.2,0.0,0,0.0,17.9,11.4,212.7,1004.5,64.2,3.6,147.5,2015-05-17T05:43:03,2015-05-17T18:27:36,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,258.001275861398,2015-05,2015,5,17,6,True,False,False
2015-05-18,87.7,83.54599999999999,6.53,19.56,18.2,58.39,2.46,11.85,26.06,0.614,2.62,196.0,Moderate,78.9,76.3,71.3,0.0,0,0.0,19.0,11.4,206.4,1004.3,61.7,4.1,227.6,2015-05-18T05:42:50,2015-05-18T18:27:52,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,229.68578298329703,2015-05,2015,5,18,0,True,False,False
2015-05-19,83.47,63.182,38.26,49.11,35.47,55.27,4.75,15.11,26.21,0.186,2.09,156.0,Moderate,82.5,79.5,71.6,0.0,0,0.0,22.1,15.0,195.6,1004.3,37.1,4.3,285.2,2015-05-19T05:42:38,2015-05-19T18:28:09,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,240.3444317395944,2015-05,2015,5,19,1,True,False,False
2015-05-20,97.96,112.244,5.9,16.44,18.92,52.02,6.45,16.19,24.28,0.706,2.03,135.0,Moderate,84.3,77.9,66.5,0.0,0,0.0,25.3,13.9,201.9,1004.2,28.2,4.0,299.3,2015-05-20T05:42:27,2015-05-20T18:28:25,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,215.85979098683444,2015-05,2015,5,20,2,True,False,False
2015-05-21,97.74,63.182,6.16,16.72,18.82,53.87,2.56,14.97,39.53,1.808,2.85,197.0,Moderate,84.3,79.1,67.4,0.0,0,0.0,25.1,13.9,202.6,1004.0,30.0,4.0,291.9,2015-05-21T05:42:17,2015-05-21T18:28:42,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,244.76585018961904,2015-05,2015,5,21,3,True,False,False
2015-05-22,85.55,107.344,5.93,16.47,18.43,51.63,3.13,13.12,40.22,2.88,2.76,200.0,Moderate,86.1,78.8,66.0,0.0,0,0.0,26.4,13.9,204.0,1004.2,37.5,4.1,268.2,2015-05-22T05:42:08,2015-05-22T18:28:59,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,256.37378389079055,2015-05,2015,5,22,4,True,False,False
2015-05-23,90.87,65.26,7.67,17.24,19.78,55.21,2.23,10.51,40.41,3.21,4.2,166.0,Moderate,86.1,78.1,64.3,0.0,0,0.0,25.1,15.0,218.2,1004.0,39.2,4.0,284.3,2015-05-23T05:42:00,2015-05-23T18:29:17,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,242.70516725720867,2015-05,2015,5,23,5,True,False,False
2015-05-24,78.25,59.888,6.55,17.43,17.31,54.03,1.91,18.74,26.44,1.818,2.26,148.0,Moderate,86.1,77.5,60.2,0.0,0,0.0,24.4,12.8,220.6,1004.3,34.2,4.0,293.8,2015-05-24T05:41:53,2015-05-24T18:29:34,0.2,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,chennai,240.1827778248021,2015-05,2015,5,24,6,True,False,False
2015-05-25,125.51,103.818,9.66,17.14,20.45,58.32,2.7,11.06,40.59,1.778,2.2,177.0,Moderate,86.1,76.1,58.9,0.0,0,0.0,23.3,13.9,227.5,1003.9,30.0,4.1,292.9,2015-05-25T05:41:46,2015-05-25T18:29:52,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,240.7245408297265,2015-05,2015,5,25,0,True,False,False
2015-05-26,113.78,103.818,6.1,15.58,17.15,52.12,2.91,12.79,40.91,1.778,4.2,235.0,Poor,86.1,77.0,62.7,0.0,0,0.0,21.3,15.0,222.3,1004.5,40.8,3.8,282.8,2015-05-26T05:41:40,2015-05-26T18:30:09,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,255.3019470732122,2015-05,2015,5,26,1,True,False,False
2015-05-27,119.68,119.392,9.6,16.33,19.94,56.9,4.16,11.4,43.83,5.37,4.15,277.0,Poor,80.7,76.4,67.8,0.0,0,0.0,23.9,17.2,204.2,1004.3,55.0,3.3,261.7,2015-05-27T05:41:36,2015-05-27T18:30:27,0.29,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,chennai,205.08692815445,2015-05,2015,5,27,2,True,False,False
2015-05-28,105.59,114.13,14.0,20.24,23.78,53.36,3.18,11.34,52.84,2.7,3.99,221.0,Poor,80.7,71.6,56.4,0.0,0,0.0,26.2,18.3,222.2,1003.3,58.6,3.9,283.8,2015-05-28T05:41:32,2015-05-28T18:30:45,0.33,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,chennai,233.90537931774,2015-05,2015,5,28,3,True,False,False
2015-05-29,100.5,63.182,19.0,21.32,26.22,58.98,1.45,10.99,44.51,1.7719999999999998,26.110000000000003,204.0,Poor,84.3,77.4,66.3,0.0,0,0.0,21.7,16.1,192.9,1003.5,30.8,3.8,291.6,2015-05-29T05:41:28,2015-05-29T18:31:03,0.36,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,chennai,246.7334794353392,2015-05,2015,5,29,4,True,False,False
2015-05-30,102.97,37.28,24.07,25.74,35.87,52.25,2.12,9.7,52.73,3.684,93.65,206.0,Poor,84.3,73.2,59.1,0.0,0,0.0,21.5,13.9,175.9,1004.8,30.8,3.9,293.2,2015-05-30T05:41:26,2015-05-30T18:31:21,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,chennai,245.4552111338716,2015-05,2015,5,30,5,True,False,False
2015-05-31,127.46,116.878,18.69,29.99,27.0,55.9,1.43,11.03,48.19,2.842,27.09,211.0,Poor,84.3,78.5,69.2,0.0,0,0.0,27.5,11.4,194.9,1003.9,38.3,3.9,288.8,2015-05-31T05:41:25,2015-05-31T18:31:39,0.42,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,chennai,230.5429722326608,2015-05,2015,5,31,6,True,False,False
