Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket,tempmin,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,sunrise,sunset,moonphase,conditions,description,icon,city,StratoO3,year_month,year,month,day,dayofweek,season_Spring,season_Summer,season_Winter
2015-04-23,23.11,24.872,4.16,6.84,14.07,18.77,3.65,12.35,15.88,0.166,12.16,44.0,Good,68.2,72.0,74.2,2.034,100,8.33,15.7,13.8,253.5,1014.9,63.6,4.3,234.9,2015-04-23T06:03:00,2015-04-23T18:33:19,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,bengaluru,236.1477448026,2015-04,2015,4,23,3,True,False,False
2015-04-24,15.12,49.766,4.35,14.96,12.52,35.77,1.13,5.12,109.66,3.422,1.27,67.0,Satisfactory,68.2,66.9,63.0,1.291,100,4.17,13.9,8.6,313.0,1015.1,51.6,4.9,273.4,2015-04-24T06:02:29,2015-04-24T18:33:27,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,bengaluru,252.85220035648032,2015-04,2015,4,24,4,True,False,False
2015-04-25,19.59,32.25599999999999,4.35,8.42,12.28,17.93,3.1,26.92,157.2,2.582,2.17,44.0,Good,67.8,70.5,76.3,1.525,100,12.5,18.1,13.9,254.6,1014.7,63.6,4.0,257.7,2015-04-25T06:01:59,2015-04-25T18:33:36,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,bengaluru,221.3458651325176,2015-04,2015,4,25,5,True,False,False
2015-04-26,69.85,72.05600000000001,8.6,14.35,19.55,15.8,1.22,15.91,123.32,0.088,0.77,82.0,Satisfactory,68.1,68.4,70.1,0.196,100,4.17,16.6,15.5,124.9,1014.8,54.7,4.3,251.6,2015-04-26T06:01:29,2015-04-26T18:33:45,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,bengaluru,259.60150907102013,2015-04,2015,4,26,6,True,False,False
2015-04-27,24.62,116.786,3.77,7.74,11.71,13.92,1.26,18.89,65.38,3.012,1.36,156.0,Moderate,70.1,69.9,69.1,0.0,0,0.0,20.4,8.6,143.4,1015.8,51.7,4.7,263.7,2015-04-27T06:01:01,2015-04-27T18:33:55,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,bengaluru,233.8591338593617,2015-04,2015,4,27,0,True,False,False
2015-04-28,32.92,86.154,7.12,12.95,18.7,11.62,2.31,14.79,57.59,43.78,3.7,96.0,Satisfactory,72.8,70.8,68.7,0.0,0,0.0,19.0,8.6,188.5,1015.7,50.4,4.8,289.3,2015-04-28T06:00:32,2015-04-28T18:34:04,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,bengaluru,248.8997667010679,2015-04,2015,4,28,1,True,False,False
2015-04-29,44.53,57.654,7.24,17.71,22.68,11.4,1.34,8.34,27.11,47.26,15.45,72.0,Satisfactory,71.0,70.5,69.6,0.196,100,8.33,18.1,13.4,215.3,1014.9,52.7,4.7,281.1,2015-04-29T06:00:05,2015-04-29T18:34:14,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,bengaluru,231.6498444911608,2015-04,2015,4,29,2,True,False,False
2015-04-30,26.68,53.326,3.79,16.69,12.64,10.15,0.826,11.54,51.81,39.43,13.75,117.0,Moderate,69.2,70.5,79.7,0.352,100,8.33,17.4,20.9,191.8,1015.5,72.1,3.6,275.5,2015-04-30T05:59:38,2015-04-30T18:34:25,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,bengaluru,235.0071574403355,2015-04,2015,4,30,3,True,False,False
2015-05-01,39.06,71.096,3.45,14.31,12.05,6.09,1.59,4.96,26.93,35.9,11.32,67.0,Satisfactory,68.6,64.7,64.6,0.0,0,0.0,16.6,11.4,258.6,1014.8,42.6,4.5,264.5,2015-05-01T05:59:12,2015-05-01T18:34:36,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,bengaluru,242.5527753323144,2015-05,2015,5,1,4,True,False,False
2015-05-02,50.83,40.88,5.74,14.24,14.93,21.03,4.44,2.99,16.83,34.57,9.36,217.0,Poor,71.9,67.2,66.6,0.469,100,8.33,31.1,19.7,235.4,1014.6,49.2,4.5,284.7,2015-05-02T05:58:47,2015-05-02T18:34:47,0.44,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,bengaluru,241.06243396770253,2015-05,2015,5,2,5,True,False,False
2015-05-03,62.58,31.279999999999998,5.03,15.2,10.05,14.62,1.32,7.47,17.81,37.56,11.01,64.0,Satisfactory,68.7,69.1,68.8,0.189,100,20.83,17.4,7.5,268.2,1014.2,51.1,4.6,272.1,2015-05-03T05:58:22,2015-05-03T18:34:58,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,bengaluru,250.83472852336604,2015-05,2015,5,3,6,True,False,False
2015-05-04,45.26,70.732,5.21,25.81,15.91,18.09,4.17,6.79,21.39,39.17,12.63,162.0,Moderate,73.1,72.2,73.0,0.068,100,25.0,16.8,8.6,210.7,1014.3,45.4,4.8,270.5,2015-05-04T05:57:58,2015-05-04T18:35:10,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,bengaluru,209.5911257127347,2015-05,2015,5,4,0,True,False,False
2015-05-05,40.37,54.016000000000005,9.03,20.7,13.3,5.94,0.0,8.6,36.56,37.07,9.99,75.0,Satisfactory,72.8,70.3,67.0,0.0,0,0.0,15.2,7.0,141.5,1014.0,52.1,4.8,280.8,2015-05-05T05:57:35,2015-05-05T18:35:22,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,bengaluru,260.412168502275,2015-05,2015,5,5,1,True,False,False
2015-05-06,43.21,102.82800000000002,8.24,17.15,10.79,10.23,28.28,11.77,80.02,33.74,11.02,141.0,Moderate,73.5,72.9,75.1,0.075,100,20.83,15.9,6.9,188.0,1013.2,63.6,4.5,228.0,2015-05-06T05:57:13,2015-05-06T18:35:34,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,bengaluru,239.36115277536769,2015-05,2015,5,6,2,True,False,False
2015-05-07,41.53,71.0,5.74,20.41,14.16,15.4,0.5,4.67,31.73,22.24,6.38,70.0,Satisfactory,72.3,72.1,70.6,0.04,100,16.67,18.1,8.0,200.8,1014.0,49.1,4.7,245.1,2015-05-07T05:56:51,2015-05-07T18:35:47,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,bengaluru,241.3587036049688,2015-05,2015,5,7,3,True,False,False
2015-05-08,27.85,50.54,5.82,17.29,11.04,14.93,4.82,7.18,88.24,9.51,2.65,142.0,Moderate,72.3,69.6,61.1,0.016,100,4.17,17.4,10.3,256.7,1013.3,47.4,4.9,278.0,2015-05-08T05:56:30,2015-05-08T18:36:00,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,bengaluru,236.7096975010525,2015-05,2015,5,8,4,True,False,False
2015-05-09,36.83,86.178,4.6,24.35,13.81,17.12,23.56,6.64,39.61,6.11,3.89,140.0,Moderate,75.0,69.4,60.5,0.0,0,0.0,18.6,9.7,242.6,1011.7,55.2,4.8,265.3,2015-05-09T05:56:10,2015-05-09T18:36:14,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,bengaluru,239.50357928850144,2015-05,2015,5,9,5,True,False,False
2015-05-10,40.81,65.95599999999999,6.5,29.77,14.91,14.21,2.57,3.46,32.11,5.2,1.96,71.0,Satisfactory,75.3,70.4,62.1,0.016,100,4.17,19.5,6.9,199.3,1012.0,65.5,4.8,240.0,2015-05-10T05:55:51,2015-05-10T18:36:28,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,bengaluru,262.11990587496825,2015-05,2015,5,10,6,True,False,False
2015-05-11,36.11,74.78200000000001,6.97,29.38,17.29,15.84,0.3,11.84,14.0,4.94,1.55,66.0,Satisfactory,75.0,73.8,72.4,0.036,100,8.33,18.1,10.8,163.2,1013.5,80.6,4.2,232.8,2015-05-11T05:55:33,2015-05-11T18:36:42,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,bengaluru,221.60742407568512,2015-05,2015,5,11,0,True,False,False
2015-05-12,28.76,69.4,8.95,29.1,18.34,15.13,0.978,2.96,15.17,4.67,1.66,56.0,Satisfactory,72.3,72.0,74.9,0.023,100,4.17,17.7,8.1,302.3,1013.7,68.5,4.1,143.0,2015-05-12T05:55:15,2015-05-12T18:36:56,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,bengaluru,239.9497600568984,2015-05,2015,5,12,1,True,False,False
2015-05-13,40.74,51.924,8.61,32.27,20.96,14.66,0.0,2.77,7.96,4.9,1.37,45.0,Good,71.7,71.5,75.5,0.008,100,4.17,20.4,14.5,129.3,1013.1,77.8,4.7,183.0,2015-05-13T05:54:58,2015-05-13T18:37:11,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,bengaluru,232.73106001554223,2015-05,2015,5,13,2,True,False,False
2015-05-14,23.77,41.248000000000005,6.77,33.12,20.16,14.28,1.19,2.83,12.14,4.88,1.84,61.0,Satisfactory,71.7,71.7,75.6,0.185,100,29.17,22.4,13.3,92.8,1013.1,65.6,4.8,155.7,2015-05-14T05:54:42,2015-05-14T18:37:26,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,bengaluru,250.3957924548278,2015-05,2015,5,14,3,True,False,False
2015-05-15,17.34,57.57800000000001,5.26,22.13,14.1,18.55,2.06,3.08,12.14,5.66,2.25,70.0,Satisfactory,72.3,74.4,82.9,0.023,100,4.17,17.2,10.3,122.6,1013.6,66.3,4.6,154.8,2015-05-15T05:54:27,2015-05-15T18:37:41,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,bengaluru,231.11830678105943,2015-05,2015,5,15,4,True,False,False
2015-05-16,30.45,53.174,5.23,32.24,18.53,24.08,1.19,3.9,8.48,4.66,1.45,59.0,Satisfactory,71.0,74.7,90.1,2.543,100,12.5,16.6,16.6,230.1,1012.3,76.2,3.6,166.6,2015-05-16T05:54:13,2015-05-16T18:37:57,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,bengaluru,234.6519533451109,2015-05,2015,5,16,5,True,False,False
2015-05-17,15.8,41.612,5.08,22.62,11.25,14.2,12.23,5.8,21.44,4.22,2.05,125.0,Moderate,69.2,74.2,88.3,0.626,100,8.33,15.4,9.2,239.9,1010.8,73.2,4.0,192.9,2015-05-17T05:54:00,2015-05-17T18:38:12,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,bengaluru,259.59626030693704,2015-05,2015,5,17,6,True,False,False
2015-05-18,20.12,44.64,6.65,22.49,13.5,13.27,12.77,5.83,32.76,4.24,1.84,106.0,Moderate,68.1,73.2,80.1,0.433,100,25.0,18.3,8.6,260.5,1011.6,63.5,4.8,240.4,2015-05-18T05:53:47,2015-05-18T18:38:29,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,bengaluru,229.70487395859587,2015-05,2015,5,18,0,True,False,False
2015-05-19,25.27,66.176,10.97,31.22,20.24,17.26,1.14,3.92,37.13,4.19,1.16,84.0,Satisfactory,68.3,72.8,79.1,1.486,100,8.33,41.4,14.3,259.6,1012.6,58.8,4.5,236.1,2015-05-19T05:53:36,2015-05-19T18:38:45,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,bengaluru,240.13390601319324,2015-05,2015,5,19,1,True,False,False
2015-05-20,26.7,63.676,4.76,32.48,16.97,15.5,1.26,4.24,36.42,4.1,1.1,57.0,Satisfactory,66.9,72.4,72.5,0.02,100,8.33,20.1,10.3,266.7,1013.0,43.3,4.9,292.1,2015-05-20T05:53:25,2015-05-20T18:39:01,0.07,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,bengaluru,215.85979098683447,2015-05,2015,5,20,2,True,False,False
2015-05-21,27.84,61.8,6.01,17.97,9.15,13.64,1.21,4.38,25.96,4.18,1.19,56.0,Satisfactory,73.2,75.7,77.0,0.028,100,12.5,23.7,15.6,253.4,1013.3,35.3,4.7,291.7,2015-05-21T05:53:15,2015-05-21T18:39:18,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,bengaluru,245.7430945855823,2015-05,2015,5,21,3,True,False,False
2015-05-22,29.52,65.376,5.09,17.88,8.93,12.62,10.68,4.89,28.02,4.64,2.01,140.0,Moderate,73.7,76.4,76.9,0.079,100,8.33,20.6,14.4,253.0,1013.1,40.8,4.8,259.2,2015-05-22T05:53:06,2015-05-22T18:39:35,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,bengaluru,255.82277120102944,2015-05,2015,5,22,4,True,False,False
2015-05-23,27.97,57.972,6.23,23.45,13.42,11.58,17.21,12.38,22.59,5.16,3.92,156.0,Moderate,72.8,73.8,73.6,0.216,100,8.33,27.7,17.2,258.2,1013.6,49.0,5.0,279.7,2015-05-23T05:52:58,2015-05-23T18:39:52,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,bengaluru,243.41553808328308,2015-05,2015,5,23,5,True,False,False
